question,user_answer,total_selected,total_correct,total_responses,pct_selected,pct_correct,correct_answer
Who oversees privacy issues in the United States?,Google Inc.,77,0,396,0.194,0,
Who oversees privacy issues in the United States?,Safari,37,0,396,0.093,0,
Who oversees privacy issues in the United States?,The Associated Press,33,0,396,0.083,0,
Who oversees privacy issues in the United States?,I don't know,84,0,396,0.212,0,
Who owns the building?,Banksy,37,0,445,0.083,0,The Tabachnick family
Who owns the building?,The New York Post,76,0,445,0.171,0,
Who owns the building?,The Tabachnick family,205,205,445,0.461,1,
Who owns the building?,Two geishas,24,0,445,0.054,0,
Who owns the building?,I don't know,103,0,445,0.231,0,
Who spray-painted the building?,Banksy,182,182,445,0.409,1,Banksy
Who spray-painted the building?,Cara Tabachnick,35,0,445,0.079,0,
Who spray-painted the building?,Security guards,72,0,445,0.162,0,
Who spray-painted the building?,Two geishas,57,0,445,0.128,0,
Who spray-painted the building?,I don't know,99,0,445,0.222,0,
Who wrote the song “I Was Here”?,Diane Warren,125,125,226,0.553,1,Diane Warren
Who wrote the song “I Was Here”?,Jay-Z,19,0,226,0.084,0,
Who wrote the song “I Was Here”?,Julia Stiles,45,0,226,0.199,0,
Who wrote the song “I Was Here”?,The-Dream,14,0,226,0.062,0,
Who wrote the song “I Was Here”?,I don't know,23,0,226,0.102,0,
Whoever the population elects as president will have a long road ahead.,He or she who,38,0,218,0.174,0,Whoever
Whoever the population elects as president will have a long road ahead.,He or she whom,11,0,218,0.05,0,
Whoever the population elects as president will have a long road ahead.,Whoever,117,117,218,0.537,1,
Whoever the population elects as president will have a long road ahead.,Whomever,20,0,218,0.092,0,
Whoever the population elects as president will have a long road ahead.,I don't know,32,0,218,0.147,0,
Whomever the committee selects for this scholarship will also be presented at the school assembly.,I don't know,190,0,190,1,0,Whomever
Why are some people angry with Baby Shaker?,I don't know,202,0,202,1,0,It involves violence and cruelty.
Why did Beyonce perform at the UN?,In honor of World Humanitarian Day,162,162,226,0.717,1,In honor of World Humanitarian Day
Why did Beyonce perform at the UN?,To debut a new song,20,0,226,0.088,0,
Why did Beyonce perform at the UN?,To sing for Anderson Cooper,11,0,226,0.049,0,
Why did Beyonce perform at the UN?,To start a concert tour,7,0,226,0.031,0,
Why did Beyonce perform at the UN?,I don't know,26,0,226,0.115,0,
Why did Josephine say she would invent the dishwasher?,She didn't want her servants washing her dishes anymore.,169,169,445,0.38,1,She didn't want her servants washing her dishes anymore.
Why did Josephine say she would invent the dishwasher?,She wanted her friends to have dishwashers.,53,0,445,0.119,0,
Why did Josephine say she would invent the dishwasher?,She wanted to be well-known.,34,0,445,0.076,0,
Why did Josephine say she would invent the dishwasher?,The local Macy's was not sending dishes to homes anymore.,58,0,445,0.13,0,
Why did Josephine say she would invent the dishwasher?,I don't know,131,0,445,0.294,0,
Why did the man go to the electronics store?,He needed to buy a new vacuum cleaner.,59,59,218,0.271,1,He needed to buy a new vacuum cleaner.
Why did the man go to the electronics store?,He needed to buy tools to fix his vacuum cleaner.,15,0,218,0.069,0,
Why did the man go to the electronics store?,He needed to return his vacuum cleaner.,117,0,218,0.537,0,
Why did the man go to the electronics store?,His vacuum cleaner was getting fixed there.,6,0,218,0.028,0,
Why did the man go to the electronics store?,I don't know,21,0,218,0.096,0,
Why does the author consider contemporary culture to be eclectic?,I don't know,202,0,202,1,0,It includes both the unpleasant facts of humanity and fresh and invigorating works.
Why does the customer call Delta Airlines?,To book a ticket,48,0,202,0.238,0,To check ticket prices
Why does the customer call Delta Airlines?,To check available flights,24,0,202,0.119,0,
Why does the customer call Delta Airlines?,To check ticket prices,84,84,202,0.416,1,
Why does the customer call Delta Airlines?,To confirm his reservation,34,0,202,0.168,0,
Why does the customer call Delta Airlines?,I don't know,12,0,202,0.059,0,
Why does the customer decline recommendations for a hotel?,Accommodation has already been arranged.,52,52,202,0.257,1,Accommodation has already been arranged.
Why does the customer decline recommendations for a hotel?,He needs to talk to his boss about this first.,90,0,202,0.446,0,
Why does the customer decline recommendations for a hotel?,The airline employee is not very helpful.,8,0,202,0.04,0,
Why does the customer decline recommendations for a hotel?,The recommended hotels are too expensive.,33,0,202,0.163,0,
Why does the customer decline recommendations for a hotel?,I don't know,19,0,202,0.094,0,
Why does the seat need to be in its upright position during take off and landing?,"In case of an emergency, passengers use their briefcases.",23,0,226,0.102,0,"In case of an emergency, reclined seats can slow down the evacuation process."
Why does the seat need to be in its upright position during take off and landing?,"In case of an emergency, reclined seats can slow down the evacuation process.",132,132,226,0.584,1,
Why does the seat need to be in its upright position during take off and landing?,Passengers need to evacuate with their briefcases.,8,0,226,0.035,0,
Why does the seat need to be in its upright position during take off and landing?,Using extended table trays is more comfortable with upright seats.,27,0,226,0.119,0,
Why does the seat need to be in its upright position during take off and landing?,I don't know,36,0,226,0.159,0,
Why don't you take a walk outside? It'll make you feel more refreshed.,do you,54,0,240,0.225,0,don't you
Why don't you take a walk outside? It'll make you feel more refreshed.,don't you,122,122,240,0.508,1,
Why don't you take a walk outside? It'll make you feel more refreshed.,I don't know,12,0,240,0.05,0,
Why don't you take a walk outside? It'll make you feel more refreshed.,you do,9,0,240,0.038,0,
Why don't you take a walk outside? It'll make you feel more refreshed.,you don't,43,0,240,0.179,0,
"Why haven't officials responded to the case? Until they do, citizens will continue to grow suspicious.",I don't know,190,0,190,1,0,haven't officials
Why is Josephine Cochrane important? ,She bought the first dishwasher.,49,0,445,0.11,0,She invented the dishwasher.
Why is Josephine Cochrane important? ,She created a smaller dishwasher in 1913.,66,0,445,0.148,0,
Why is Josephine Cochrane important? ,She hosted many parties.,30,0,445,0.067,0,
Why is Josephine Cochrane important? ,She invented the dishwasher.,178,178,445,0.4,1,
Why is Josephine Cochrane important? ,I don't know,122,0,445,0.274,0,
Why is an increase of taxes on a beverage taking place?,To bring in more beer from France,36,0,274,0.131,0,To fiI don't knowcially assist French social programs
Why is an increase of taxes on a beverage taking place?,To bring in more wine from France,19,0,274,0.069,0,
Why is an increase of taxes on a beverage taking place?,To fiI don't knowcially assist French social programs,166,166,274,0.606,1,
Why is an increase of taxes on a beverage taking place?,To repay debts during the economic crisis,25,0,274,0.091,0,
Why is an increase of taxes on a beverage taking place?,I don't know,28,0,274,0.102,0,
"Why is the ""buddy"" going to the VA clinic?",I don't know,240,0,240,1,0,To get a doctor to certify he is still injured
"With the exception of seven children, everyone in the building was confronted by the police.",At,19,0,274,0.069,0,With
"With the exception of seven children, everyone in the building was confronted by the police.",For,20,0,274,0.073,0,
"With the exception of seven children, everyone in the building was confronted by the police.",On,19,0,274,0.069,0,
"With the exception of seven children, everyone in the building was confronted by the police.",With,199,199,274,0.726,1,
"With the exception of seven children, everyone in the building was confronted by the police.",I don't know,17,0,274,0.062,0,
With which of the following statements would the man most agree?,Being physically active will help you succeed in every part of your life.,31,0,218,0.142,0,Children who are physically active will grow to be successful.
With which of the following statements would the man most agree?,Children who are physically active will grow to be successful.,38,38,218,0.174,1,
With which of the following statements would the man most agree?,Competition is good because it teaches you how to be more successful.,82,0,218,0.376,0,
With which of the following statements would the man most agree?,Good nutrition is more important than being physically active.,34,0,218,0.156,0,
With which of the following statements would the man most agree?,I don't know,33,0,218,0.151,0,
With which of the following statements would the people in this audio agree?,I don't know,190,0,190,1,0,The internet can be a place for people to share content and use other content as well.
Women are working together in an office.,against,23,0,226,0.102,0,in
Women are working together in an office.,in,145,145,226,0.642,1,
Women are working together in an office.,I don't know,20,0,226,0.088,0,
Women are working together in an office.,of,28,0,226,0.124,0,
Women are working together in an office.,to,10,0,226,0.044,0,
Would you mind opening that window on your way out? It's really stuffy in here.,I don't know,218,0,218,1,0,Would
You should have an apple each day.,(no article),4,0,202,0.02,0,an
You should have an apple each day.,a,88,0,202,0.436,0,
You should have an apple each day.,an,78,78,202,0.386,1,
You should have an apple each day.,I don't know,7,0,202,0.035,0,
You should have an apple each day.,the,25,0,202,0.124,0,
